Algorithm,Raw/Average,Epsilon,User Privacy,Max Trips,Number of Runs,n_records,n_trips,n_complete_trips,n_incomplete_trips,n_users,n_locations,uid,tid,datetime,lat,lng,visits_per_tile,visits_per_tile_quartiles,visits_per_tile_outliers,visits_per_tile_ranking,od_flows,od_flows_ranking,od_flows_quartiles,jump_length,jump_length_quartiles,trips_per_user,trips_per_user_quartiles,radius_of_gyration,radius_of_gyration_quartiles,user_tile_count,user_tile_count_quartiles,mobility_entropy,mobility_entropy_quartiles,trips_over_time,trips_per_weekday,trips_per_hour,visits_per_time_tile,travel_time,travel_time_quartiles,user_time_delta,user_time_delta_quartiles
DP,RAW,50,False,None,10,0.0002142245072836,0.0002142245072836,0.0002142245072836,0.0,0.0055096418732782,2.818131860389748e-05,2.0,0.0,2.0,0.0,0.0,91.24836730957033,0.250728159449455,0.0002790567880563,"[1.0, 0.9011764705882355, 0.6677227722772279]",0.6832513465200951,"[0.9999999999999999, 0.5755102040816327, 0.41979797979797984]",0.6639490317250512,0.0006983421275338,0.0008585545340541,55.05797144032432,0.056507655622182,0.12889345708049,0.1964292195296343,0.0829179262080295,0.5288585653697216,0.0582257963855618,0.0299972022577488,0.011022597154537555,4.5144925952130034e-05,0.00045245962885393144,1742.0674463907878,0.0018493719695016858,0.00047908556524374116,0.6236527612404065,1.0724141973044226
DP,RAW,50,False,None,10,0.0002142245072836,0.0002142245072836,0.0002142245072836,0.0,0.0,8.453919095994252e-05,2.0,0.0,0.0,0.0,0.0,74.29420471191406,0.2506252166560952,0.0002790567880563,"[1.0, 0.8603921568627453, 0.7643564356435645]",0.6826676276648701,"[0.9999999999999999, 0.7453061224489795, 0.4690909090909092]",0.6639240018708307,0.000613010252454,0.400302501252784,17.77722277722269,0.1009521000666264,0.0977748318766086,0.3513129056866921,0.0986455017700332,0.1044392759631914,0.0589344806206466,0.0168041734882046,0.014919312676721962,0.0,0.0005063210008709326,1771.7411041259766,0.0016144134245427834,0.0010765993192921514,0.5929830431422298,1.5692372905415393
DP,RAW,50,False,None,10,8.03460235413849e-05,5.356329842791719e-05,0.0001071294659596,2.0,0.0,0.0001409145353343,0.0,2.0,0.0,0.0,0.0,80.4507064819336,0.2505902883434427,0.0,"[1.0, 0.8682352941176472, 0.592871287128713]",0.6829865071107335,"[0.9999999999999999, 0.5885714285714286, 0.522828282828283]",0.6638197055368109,0.0006161124689853,0.0198539768082257,9.973417643808748,0.0558428745704064,0.1250958727535257,0.2862177239107063,0.1123076633909671,0.5165604880844036,0.0940575878559302,0.0097488214572576,0.013271329398321667,8.610780062270956e-05,0.0004260801874347171,1732.879025777181,0.002216910376694697,0.08027770810597004,0.5581438874637352,1.2134823350475799
DP,RAW,50,False,None,10,0.0002142704092564,0.0002142704092564,0.0002142704092564,0.0,0.0109289617486338,2.818131860389748e-05,0.0,0.0,0.0,0.0,0.0,48.804344177246094,0.2503891853608662,0.0,"[1.0, 0.9168627450980394, 0.7223762376237625]",0.6829323652170772,"[0.9999999999999999, 0.6995918367346938, 0.5604040404040406]",0.6640760371075509,0.000967175379773,0.0010655925347784,13.149212949213176,0.081078746941212,0.1152320174194496,0.3956698681037392,0.0838737786186098,0.0137931034482758,0.0666492106316628,0.0186564675693428,0.05587314080752176,5.0932744341690484e-05,0.00040090334412282646,1693.0077845255535,0.001716112129281746,0.08041694938253453,0.5873018693085735,0.9518370478034037
DPSTAR,RAW,20,False,None,10,1.6764633485944962,1.6764633485944962,1.6764633485944962,0.0,0.0166204986149584,1.7717899659863945,0.0,0.0,0.0,0.0,0.0,9839.490234375,0.9950141963431708,1.161005734450816,"[-0.2727272727272727, -0.09960784313725492, -0.0011881188118811883]",0.8315228168184089,"[-0.06666666666666667, -0.04, -0.05737373737373738]",0.8892741081482267,0.5851886460166115,1.757920365464957,148.22404690281778,1.182885661765495,0.2336399474689219,1.2210797432810854,0.1197531217977925,0.1553593661573288,0.6737019535603626,0.2327375289029578,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.6150643818375447,1.6150643818375447,1.6150643818375447,0.0,0.0166204986149584,1.7408744695991356,0.0,0.0,0.0,0.0,0.0,9759.013671875,1.0127916889155175,1.0848041325871718,"[0.018181818181818184, -0.014901960784313727, -0.007524752475247527]",0.8307514287140378,"[0.06666666666666667, -0.030204081632653063, 0.060202020202020215]",0.8647190328838612,0.5879518037123612,1.7561813430100377,145.3106390815887,1.1147223244653328,0.2812606800948941,1.258745509303839,0.1548350151039639,0.147041847041847,0.6789622641863373,0.2319334001953352,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.6804494603518805,1.6804494603518805,1.6804494603518805,0.0,0.0166204986149584,1.7718901969121204,0.0,0.0,0.0,0.0,0.0,9848.8876953125,0.9594641176566194,1.172902368828869,"[-0.05454545454545454, 0.04941176470588236, -0.03762376237623763]",0.8320726284076417,"[-0.24444444444444444, -0.038367346938775505, 0.0032323232323232328]",0.8889752714903314,0.5813544672126931,1.7592022524864868,148.913991036896,1.1166845705535682,0.2870711329333435,1.3232124822227451,0.1196910324133328,0.2606593316532464,0.6802626952194787,0.2325727552231073,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.5585628514247594,1.5585628514247594,1.5585628514247594,0.0,0.0166204986149584,1.7171664266073066,0.0,0.0,0.0,0.0,0.0,9631.3095703125,1.026443324999672,0.9587118084227912,"[0.018181818181818184, -0.02274509803921569, 0.0019801980198019807]",0.8314043700142808,"[-0.37777777777777777, -0.09551020408163266, -0.014545454545454547]",0.8512116497296498,0.5910046064755912,1.7610776781615185,136.11790165142116,1.0287672718983187,0.289651953104552,1.331510772487671,0.1547199196434619,0.1643993506493506,0.6755941599884024,0.2320782958960489,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.4739731125273294,1.4739731125273294,1.4739731125273294,0.0,0.0166204986149584,1.6787269334439143,0.0,0.0,0.0,0.0,0.0,9557.10546875,1.034475765601092,0.7247148288973384,"[0.34545454545454546, 0.09647058823529414, 0.06534653465346536]",0.8314846755961718,"[-0.3333333333333333, -0.17877551020408164, -0.015353535353535357]",0.8334239496523088,0.5883433234714713,1.360061162167773,140.19052734974514,0.9077257268612045,0.293446659281385,1.3442220952496209,0.1948350808677514,0.3062937886370327,0.6972629303586972,0.2318734193171159,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.5986892829606785,1.5986892829606785,1.5986892829606785,0.0,0.0166204986149584,1.7091042123967806,0.0,0.0,0.0,0.0,0.0,10108.095703125,0.9908222947057584,0.7775193798449612,"[-0.23636363636363636, -0.09490196078431375, -0.012673267326732676]",0.8315902724267408,"[0.022222222222222223, -0.10040816326530612, 0.0024242424242424247]",0.8824106702714909,0.5822013616027786,1.7591373151007303,142.74918656762225,1.0490422361923648,0.2620043946632335,1.298625902129409,0.1259170248863575,0.5680437945130684,0.6867695793608374,0.232175565396694,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.5645076607321846,1.5645076607321846,1.5645076607321846,0.0,0.0166204986149584,1.6930842483217985,0.0,0.0,0.0,0.0,0.0,9583.4296875,1.0118150254878373,0.7556239184772159,"[0.2, -0.07921568627450981, -0.07643564356435646]",0.8312343693194011,"[-0.15555555555555553, -0.17551020408163268, -0.1187878787878788]",0.8659339574593496,0.589702811184631,1.7600048077045285,143.85253852292954,0.9652070862633096,0.2906196986532567,1.3283641553305197,0.1656643020844546,0.2905440238773572,0.6832115631503043,0.2319128242854734,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.570130987666125,1.570130987666125,1.570130987666125,0.0,0.0166204986149584,1.7277096409906243,0.0,0.0,0.0,0.0,0.0,9861.962890625,1.0063985723702746,0.996445745348108,"[-0.3090909090909091, -0.10117647058823531, -0.16950495049504954]",0.831388491507297,"[-0.15555555555555553, -0.03346938775510204, -0.033131313131313136]",0.8539696355346593,0.5850216813996928,1.754205172216684,142.913991036896,1.0454395789169306,0.2594545375828817,1.2909768802557258,0.2131510577281525,0.5750357687530463,0.6789622641863373,0.232269623482844,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.6340632603406329,1.6340632603406329,1.6340632603406329,0.0,0.0166204986149584,1.7398888098437542,0.0,0.0,0.0,0.0,0.0,9719.919921875,0.991217832274818,1.0039823936281702,"[-0.34545454545454546, -0.0415686274509804, -0.009504950495049506]",0.8317991268117282,"[0.19999999999999998, 0.04326530612244898, 0.01171717171717172]",0.8800560792970149,0.5902885475150663,1.7576223225700311,146.84695193075072,1.1316084000271085,0.2802606195301335,1.2915383261954012,0.1487843528622699,0.1295825771324864,0.6789622641863373,0.2321590512818032,None,None,None,None,None,None,None,None
DPSTAR,RAW,20,False,None,10,1.4836964127443206,1.4836964127443206,1.4836964127443206,0.0,0.0166204986149584,1.6705456426170158,0.0,0.0,0.0,0.0,0.0,9769.1884765625,1.0201629829309875,0.6914553990610328,"[-0.2727272727272727, 0.027450980392156866, 0.015049504950495054]",0.8310586567649039,"[0.19999999999999998, -0.059591836734693884, -0.00888888888888889]",0.8387320510470349,0.5889517974375309,1.757440170129397,141.69052734974514,0.9553737903173602,0.2732931278380396,1.30698175436231,0.2180478265658365,0.8462155178434249,0.6832115631503043,0.2316373758796534,None,None,None,None,None,None,None,None
DP,RAW,20,False,None,10,0.0004821729929549,0.0004821729929549,0.0004821729929549,0.0,0.0681818181818181,0.0001127173331078,2.0,2.0,2.0,2.0,2.0,273.0018310546875,0.2876673918850143,0.0,"[1.0, 0.8447058823529413, 0.41227722772277237]",0.771276417756225,"[0.9999999999999999, 0.7077551020408164, 0.4690909090909092]",0.602418534209769,0.002113292582668,0.2999335373594495,31.710466362905336,0.772960248027291,0.1870869002087271,0.5573844543571314,0.126061626748591,0.3596588560908715,0.1326246443651542,0.0190729535443091,0.024439825867028028,0.00017245722032828485,0.0012505297971298658,4608.220977783203,0.00787098865399036,0.13638425738476356,0.612715889330611,0.9916517787009757
DP,RAW,20,False,None,10,0.0005089671984034,0.0004821729929549,0.000535762121618,2.0,0.0,0.0001409145353343,2.0,0.0,0.0,0.0,2.0,258.21533203125,0.2876175574112787,0.0008369368112707,"[1.0, 0.7631372549019608, 0.46178217821782186]",0.7710732109757518,"[0.9999999999999999, 0.7795918367346939, 0.5066666666666667]",0.6024718022608555,0.0021265500720535,0.4006281531596839,24.01450796394611,0.3238627985815039,0.2429275522771917,0.2654734192799292,0.1214225992657237,0.1963636363636364,0.1558282943470527,0.0392207186752806,0.026338943029096507,0.0001558706668780546,0.0013354524024223814,4535.8633219401045,0.003980085871058457,0.08736466830233436,0.42745389420734936,1.4027266651294936
DP,RAW,20,False,None,10,0.000160672682966,0.000160672682966,0.000160672682966,0.0,0.0055096418732782,0.0003382282476958,2.0,2.0,2.0,0.0,2.0,217.90655517578125,0.2872047998906462,0.0005583472920156,"[1.0, 0.783529411764706, 0.3738613861386139]",0.7711786673848885,"[0.6888888888888888, 0.5085714285714286, 0.3620202020202021]",0.6022879114326889,0.0008555831507868,0.6703612996843207,55.74087024087021,0.4575916027526998,0.272101571961713,0.4861185158685177,0.1315215617590042,0.6300460829493088,0.1097516473658142,0.0245399890392928,0.025408883944711535,0.00011692667237096359,0.0013781469469730946,4544.243581136067,0.008316746231589942,0.09044723704980208,0.5818429301474171,0.9652514428619112
DP,RAW,20,False,None,10,0.0001071179904664,0.0001071179904664,0.0001071179904664,0.0,0.0222222222222222,5.6360254748351465e-05,0.0,0.0,0.0,2.0,0.0,264.6402282714844,0.2875443032979005,0.0,"[1.0, 0.8180392156862747, 0.45861386138613874]",0.7710625486045719,"[0.9999999999999999, 0.49877551020408156, 0.45737373737373743]",0.6020610679502905,0.0016172036274985,0.4205171231698905,38.95274725274724,0.4684150612332001,0.2027763995959667,0.4610958178736102,0.1323114847571601,0.6843708431564219,0.226955504159599,0.4321179986373923,0.030455174612097867,6.867385018645078e-05,0.0014903444623895691,4448.196014404297,0.004793671987027111,0.08151619467648619,0.612715889330611,0.6571248700794234
DP,RAW,20,False,None,10,0.0001071294659596,0.0,0.0002142704092564,2.0,0.0166204986149584,0.0,0.0,0.0,0.0,2.0,2.0,242.85142517089844,0.2875670454279668,0.0,"[1.0, 0.8258823529411766, 0.6261386138613863]",0.7715116331207722,"[0.9999999999999999, 0.5640816326530612, 0.38303030303030305]",0.6021478863627543,0.0037982248048189,0.660286912786132,46.87069597069591,0.6647360419818441,0.2318205933908055,0.8682822783170638,0.1844512685287678,0.1182323794114673,0.1061414133580657,0.0278238807666811,0.02667232254035811,5.7970804907668893e-05,0.0011721928152007566,4562.531239827474,0.004690740779600084,0.14341378510029035,0.7484326988404248,1.035869388920448
DP,RAW,20,False,None,10,0.0,0.0,0.0,0.0,0.0054794520547945,5.636343140570398e-05,0.0,2.0,0.0,0.0,0.0,227.8588714599609,0.2873244513890957,0.0008369368112707,"[1.0, 0.7223529411764708, 0.44990099009901]",0.7711574490525761,"[0.9999999999999999, 0.5657142857142857, 0.4945454545454546]",0.6025132951798128,0.0023974837532177,0.6414178974462124,34.068907563025164,0.5591797790541707,0.2320380995189231,0.3740925545062092,0.1619466107001326,0.6058217644424541,0.2196603805287147,0.4039562204198528,0.026375706895479207,0.0001698653192758443,0.0010783863278170487,4708.610198974609,0.0037575921198191873,0.08166843463081704,0.6577717678892543,0.7247101579517542
DP,RAW,20,False,None,10,0.0001338956952533,0.0003213195522947,5.356329842791719e-05,2.0,0.0055096418732782,0.0001127300397373,2.0,2.0,2.0,2.0,0.0,273.0194091796875,0.2875843477677204,0.0,"[1.0, 0.7192156862745099, 0.35643564356435653]",0.77139409280777,"[0.9999999999999999, 0.7551020408163265, 0.44969696969696976]",0.6022918814324184,0.0047387420450975,0.2410422394224354,49.63186813186808,0.5190712525466201,0.1553292777283063,0.5821080693795712,0.2106838572019513,0.6843665218686783,0.0608829418772002,0.0046920941405066,0.025733915405996576,8.328819043050641e-05,0.0015983757428494156,4612.4230550130205,0.005726277172836326,0.08159295046113016,0.7344661568250295,1.3572892250515047
DP,RAW,20,False,None,10,5.356042955464503e-05,0.0001071179904664,0.0,2.0,0.0166204986149584,2.818131860389748e-05,2.0,2.0,0.0,0.0,2.0,312.7342834472656,0.287711000158887,0.0,"[1.0, 0.9184313725490197, 0.5322772277227724]",0.7713014997988608,"[0.7777777777777777, 0.5869387755102041, 0.3600000000000001]",0.6021800539721318,0.0011362698017234,0.0760900206668093,49.63186813186808,0.4594230708534306,0.1815558916740749,0.5083155408630757,0.1472106715403697,0.6854310440517337,0.0972970467354643,0.0132410040022449,0.08958432354889204,9.501273341025059e-05,0.001779657643541171,4539.368860880534,0.005225524400460741,0.09954822494448523,0.5897394603207886,1.2029210635337613
DP,RAW,20,False,None,10,0.0002142245072836,0.0002677734636497,0.000160672682966,2.0,0.0,0.0001972859095585,2.0,2.0,2.0,0.0,0.0,235.07449340820312,0.2873807340088966,0.0,"[1.0, 0.8698039215686276, 0.47168316831683177]",0.7711988698913097,"[0.9999999999999999, 0.6179591836734695, 0.3898989898989899]",0.6023608648148662,0.0009120831787789,0.4210682016017798,148.75031525851207,0.39929533603827,0.1431187250369034,0.4589160443067689,0.2370057291520339,0.7416321785631249,0.220035973268069,0.0200708772833815,0.03224010337945053,0.0001959192600183269,0.0014225614247787804,4641.9983469645185,0.00522078236815184,0.172592808543494,0.7575813757485556,1.0533214565843438
DP,RAW,20,False,None,10,0.0005622414693243,0.0005890069877647,0.0005354752342704,2.0,0.011049723756906,0.0003662848851133,0.0,0.0,2.0,0.0,0.0,212.7953643798828,0.2870815417668699,0.0002791346824842,"[1.0, 0.7254901960784315, 0.4095049504950496]",0.7709453608638465,"[0.9999999999999999, 0.6571428571428571, 0.45898989898989906]",0.6020371354524185,0.0009643688011434,0.414410020346214,35.035469765836204,0.1753019594099054,0.2152010610256765,0.7371597126542222,0.1966112197278355,0.3913542612447278,0.2675825539452187,0.0446349819324552,0.03191117991885183,0.0001022446523874453,0.0011263916598115034,4585.199859619141,0.004611601265985331,0.08006591825029413,0.4395950030759631,1.166450877952737
DPSTAR,RAW,10,False,None,10,1.7827980954310607,1.7827980954310607,1.7827980954310607,0.0,0.0166204986149584,1.8219613334051377,0.0,0.0,0.0,0.0,0.0,9638.212890625,1.0238626703339049,1.3407925407925407,"[0.4909090909090909, 0.0054901960784313735, 0.0007920792079207922]",0.8320272222506953,"[-0.8222222222222221, -0.11510204081632652, -0.0783838383838384]",0.926935858616402,0.5841885005328509,1.7598976732411975,148.59555528270604,1.3628451183952095,0.2519081824090824,1.1839224830997233,0.268591981591019,0.6019372525129456,0.6607287934988217,0.5163825463514901,None,None,None,None,None,None,None,None
