uid,tid,lat,lng,-,Alt,dayNo,date,time,datetime
104,42,39.9897216,116.3032883,0,0.0,39714.8786689815,2008-09-23,21:05:17,2008-09-24 05:05:17
104,42,39.9908916,116.2977,0,0.0,39714.9413310185,2008-09-23,22:35:31,2008-09-24 06:35:31
104,43,39.9896816,116.3043933,0,0.0,39555.512337963,2008-04-17,12:17:46,2008-04-17 20:17:46
104,43,39.9884566,116.3080899,0,0.0,39555.537037037,2008-04-17,12:53:20,2008-04-17 20:53:20
104,44,39.9326716,116.3042633,0,0.0,39697.3910416667,2008-09-06,09:23:06,2008-09-06 17:23:06
104,44,39.9309033,116.2979716,0,0.0,39697.9224189815,2008-09-06,22:08:17,2008-09-07 06:08:17
104,45,39.9899683,116.2985833,0,0.0,39450.5048958333,2008-01-03,12:07:03,2008-01-03 20:07:03
104,45,39.9211133,116.3015883,0,0.0,39450.651712963,2008-01-03,15:38:28,2008-01-03 23:38:28
104,46,39.9308,116.3004983,0,0.0,39682.4128935185,2008-08-22,09:54:34,2008-08-22 17:54:34
104,46,39.9308516,116.297945,0,0.0,39682.8810416667,2008-08-22,21:08:42,2008-08-23 05:08:42
104,47,39.9889049,116.3053049,0,0.0,39421.4972337963,2007-12-05,11:56:01,2007-12-05 19:56:01
104,47,39.9908516,116.2976683,0,0.0,39421.7526967593,2007-12-05,18:03:53,2007-12-06 02:03:53
104,48,39.9910533,116.2979183,0,0.0,39707.3916319444,2008-09-16,09:23:57,2008-09-16 17:23:57
104,48,40.2169766,116.2942583,0,0.0,39707.4491782407,2008-09-16,10:46:49,2008-09-16 18:46:49
104,49,39.94568,116.3041033,0,0.0,39417.4445833333,2007-12-01,10:40:12,2007-12-01 18:40:12
104,49,39.9497133,116.3037766,0,0.0,39417.4450462963,2007-12-01,10:40:52,2007-12-01 18:40:52
104,50,39.9303449,116.2979483,0,0.0,39705.36375,2008-09-14,08:43:48,2008-09-14 16:43:48
104,50,39.9909816,116.297365,0,0.0,39705.8257060185,2008-09-14,19:49:01,2008-09-15 03:49:01
104,51,39.9910516,116.3107833,0,0.0,39666.5010416667,2008-08-06,12:01:30,2008-08-06 20:01:30
104,51,39.9302883,116.2981949,0,0.0,39666.8272685185,2008-08-06,19:51:16,2008-08-07 03:51:16
104,52,39.9908633,116.2985799,0,0.0,39422.6975347222,2007-12-06,16:44:27,2007-12-07 00:44:27
104,52,39.9909483,116.2976833,0,0.0,39422.8908449074,2007-12-06,21:22:49,2007-12-07 05:22:49
104,53,39.9891933,116.3042049,0,0.0,39441.7766435185,2007-12-25,18:38:22,2007-12-26 02:38:22
104,53,39.9907699,116.2977716,0,0.0,39442.1459143519,2007-12-26,03:30:07,2007-12-26 11:30:07
104,54,39.9903866,116.298185,0,0.0,39708.6527893519,2008-09-17,15:40:01,2008-09-17 23:40:01
104,54,40.0649116,116.2773033,0,0.0,39708.7304050926,2008-09-17,17:31:47,2008-09-18 01:31:47
104,55,39.9899716,116.3042083,0,0.0,39692.7391550926,2008-09-01,17:44:23,2008-09-02 01:44:23
104,55,39.9909249,116.2974816,0,0.0,39692.7696527778,2008-09-01,18:28:18,2008-09-02 02:28:18
104,56,39.9851366,116.3060499,0,0.0,39456.7699189815,2008-01-09,18:28:41,2008-01-10 02:28:41
104,56,39.9905449,116.2981899,0,0.0,39456.9018402778,2008-01-09,21:38:39,2008-01-10 05:38:39
104,57,39.9308083,116.301715,0,0.0,39502.6379050926,2008-02-24,15:18:35,2008-02-24 23:18:35
104,57,39.9904633,116.2981816,0,0.0,39502.8677546296,2008-02-24,20:49:34,2008-02-25 04:49:34
104,58,39.9756749,116.3307883,0,0.0,39433.6892592593,2007-12-17,16:32:32,2007-12-18 00:32:32
104,58,39.9907149,116.2984383,0,0.0,39433.9211689815,2007-12-17,22:06:29,2007-12-18 06:06:29
104,59,39.9308833,116.2958583,0,0.0,39424.4170601852,2007-12-08,10:00:34,2007-12-08 18:00:34
104,59,39.9314083,116.3095583,0,0.0,39424.5382407407,2007-12-08,12:55:04,2007-12-08 20:55:04
104,60,39.9911316,116.2984816,0,0.0,39686.4084027778,2008-08-26,09:48:06,2008-08-26 17:48:06
104,60,39.990885,116.29803,0,0.0,39686.5884027778,2008-08-26,14:07:18,2008-08-26 22:07:18
104,61,39.9371466,116.3229333,0,0.0,39457.8779861111,2008-01-10,21:04:18,2008-01-11 05:04:18
104,61,39.9375633,116.3251299,0,0.0,39457.8841550926,2008-01-10,21:13:11,2008-01-11 05:13:11
104,62,39.9925333,116.2985833,0,0.0,39423.8120949074,2007-12-07,19:29:25,2007-12-08 03:29:25
104,62,39.928415,116.2980916,0,0.0,39423.8456365741,2007-12-07,20:17:43,2007-12-08 04:17:43
104,63,39.9306166,116.3039166,0,0.0,39451.5853472222,2008-01-04,14:02:54,2008-01-04 22:02:54
104,63,39.93203,116.3888566,0,0.0,39451.6146412037,2008-01-04,14:45:05,2008-01-04 22:45:05
104,64,39.9888083,116.3090499,0,0.0,39716.4297106481,2008-09-25,10:18:47,2008-09-25 18:18:47
104,64,40.0319533,116.314075,0,0.0,39716.9486458333,2008-09-25,22:46:03,2008-09-26 06:46:03
104,65,39.9935233,116.2983116,0,0.0,39569.8878472222,2008-05-01,21:18:30,2008-05-02 05:18:30
104,65,39.93095,116.29822,0,0.0,39569.9231944444,2008-05-01,22:09:24,2008-05-02 06:09:24
104,66,39.99041,116.2983349,0,0.0,39445.4184490741,2007-12-29,10:02:34,2007-12-29 18:02:34
104,66,39.9906449,116.2981366,0,0.0,39445.4190393519,2007-12-29,10:03:25,2007-12-29 18:03:25
104,67,39.99365,116.2983933,0,0.0,39694.7314699074,2008-09-03,17:33:19,2008-09-04 01:33:19
104,67,39.8980399,116.3710566,0,0.0,39694.9450115741,2008-09-03,22:40:49,2008-09-04 06:40:49
104,68,39.9937033,116.2980366,0,0.0,39514.318587963,2008-03-07,07:38:46,2008-03-07 15:38:46
104,68,39.9848016,116.3439616,0,0.0,39514.335162037,2008-03-07,08:02:38,2008-03-07 16:02:38
104,69,39.9909816,116.2980949,0,0.0,39701.5192013889,2008-09-10,12:27:39,2008-09-10 20:27:39
104,69,39.99966,116.7445133,0,0.0,39701.8978009259,2008-09-10,21:32:50,2008-09-11 05:32:50
104,70,40.1773199,116.4112399,0,0.0,39443.7636226852,2007-12-27,18:19:37,2007-12-28 02:19:37
104,70,39.990635,116.2980416,0,0.0,39444.1862152778,2007-12-28,04:28:09,2007-12-28 12:28:09
104,71,39.9905299,116.2980616,0,0.0,39713.407025463,2008-09-22,09:46:07,2008-09-22 17:46:07
104,71,39.9897216,116.3033033,0,0.0,39713.4127430556,2008-09-22,09:54:21,2008-09-22 17:54:21
104,72,39.9904666,116.2985966,0,0.0,39612.5461921296,2008-06-13,13:06:31,2008-06-13 21:06:31
104,72,39.9695183,116.3137666,0,0.0,39612.5628472222,2008-06-13,13:30:30,2008-06-13 21:30:30
104,73,39.993665,116.2982799,0,0.0,39430.8291666667,2007-12-14,19:54:00,2007-12-15 03:54:00
104,73,39.9937416,116.2983433,0,0.0,39430.8331018519,2007-12-14,19:59:40,2007-12-15 03:59:40
104,74,39.9852933,116.3254699,0,0.0,39511.7704166667,2008-03-04,18:29:24,2008-03-05 02:29:24
104,74,40.0163349,116.3236483,0,0.0,39511.7785763889,2008-03-04,18:41:09,2008-03-05 02:41:09
104,75,40.0756149,116.3308083,0,0.0,39719.5890625,2008-09-28,14:08:15,2008-09-28 22:08:15
104,75,39.9903266,116.2984566,0,0.0,39719.9038310185,2008-09-28,21:41:31,2008-09-29 05:41:31
104,76,39.9308316,116.3019883,0,0.0,39520.3667476852,2008-03-13,08:48:07,2008-03-13 16:48:07
104,76,39.9838233,116.3250116,0,0.0,39520.8112037037,2008-03-13,19:28:08,2008-03-14 03:28:08
104,77,39.98371,116.30419,0,0.0,39511.3255671296,2008-03-04,07:48:49,2008-03-04 15:48:49
104,77,39.9837916,116.3044016,0,0.0,39511.3284722222,2008-03-04,07:53:00,2008-03-04 15:53:00
104,78,39.99047,116.2983383,0,0.0,39706.3474421296,2008-09-15,08:20:19,2008-09-15 16:20:19
104,78,40.0018499,116.3870449,0,0.0,39706.5522569444,2008-09-15,13:15:15,2008-09-15 21:15:15
104,79,39.9905633,116.2984266,0,0.0,39713.7549768519,2008-09-22,18:07:10,2008-09-23 02:07:10
104,79,39.9814383,116.3074966,0,0.0,39713.7724305556,2008-09-22,18:32:18,2008-09-23 02:32:18
104,80,39.9897766,116.3017516,0,0.0,39589.3908101852,2008-05-21,09:22:46,2008-05-21 17:22:46
104,80,39.991015,116.2977416,0,0.0,39589.6192476852,2008-05-21,14:51:43,2008-05-21 22:51:43
104,81,39.9901266,116.2983699,0,0.0,39704.3886226852,2008-09-13,09:19:37,2008-09-13 17:19:37
104,81,39.9373649,116.33466,0,0.0,39704.865,2008-09-13,20:45:36,2008-09-14 04:45:36
104,82,39.9896966,116.2990766,0,0.0,39437.4285532407,2007-12-21,10:17:07,2007-12-21 18:17:07
104,82,39.9905816,116.30435,0,0.0,39437.436400463,2007-12-21,10:28:25,2007-12-21 18:28:25
104,83,40.0739166,116.4073066,0,0.0,39443.4910763889,2007-12-27,11:47:09,2007-12-27 19:47:09
104,83,40.1786366,116.4113166,0,0.0,39443.5119675926,2007-12-27,12:17:14,2007-12-27 20:17:14
104,84,39.9886416,116.3077966,0,0.0,39463.5448726852,2008-01-16,13:04:37,2008-01-16 21:04:37
104,84,39.9888716,116.3036666,0,0.0,39463.6544791667,2008-01-16,15:42:27,2008-01-16 23:42:27
104,85,39.930855,116.3037249,0,0.0,39572.3546412037,2008-05-04,08:30:41,2008-05-04 16:30:41
104,85,39.9307099,116.2976949,0,0.0,39572.4775115741,2008-05-04,11:27:37,2008-05-04 19:27:37
104,86,39.9862583,116.2989433,0,0.0,39596.7930671296,2008-05-28,19:02:01,2008-05-29 03:02:01
104,86,39.9911666,116.2974049,0,0.0,39596.972349537,2008-05-28,23:20:11,2008-05-29 07:20:11
104,87,39.9904516,116.2982533,0,0.0,39702.6187615741,2008-09-11,14:51:01,2008-09-11 22:51:01
104,87,39.9869166,116.3021633,0,0.0,39702.6781481481,2008-09-11,16:16:32,2008-09-12 00:16:32
104,88,39.9908616,116.2975099,0,0.0,39436.7291087963,2007-12-20,17:29:55,2007-12-21 01:29:55
104,88,39.9993999,116.3149483,0,0.0,39436.7972800926,2007-12-20,19:08:05,2007-12-21 03:08:05
104,89,39.9907283,116.2975566,0,0.0,39692.4023958333,2008-09-01,09:39:27,2008-09-01 17:39:27
104,89,39.9898149,116.3045266,0,0.0,39692.4070949074,2008-09-01,09:46:13,2008-09-01 17:46:13
104,90,39.9313549,116.3309849,0,0.0,39581.6431365741,2008-05-13,15:26:07,2008-05-13 23:26:07
104,90,39.9302899,116.2971616,0,0.0,39581.6636805556,2008-05-13,15:55:42,2008-05-13 23:55:42
104,91,39.97508,116.32933,0,0.0,39500.692662037,2008-02-22,16:37:26,2008-02-23 00:37:26
104,91,39.9334566,116.2990849,0,0.0,39500.795150463,2008-02-22,19:05:01,2008-02-23 03:05:01
104,92,39.9908033,116.2984616,0,0.0,39577.5961226852,2008-05-09,14:18:25,2008-05-09 22:18:25
104,92,39.9311099,116.2979283,0,0.0,39577.6763310185,2008-05-09,16:13:55,2008-05-10 00:13:55
104,93,39.9841849,116.3261166,0,0.0,39446.4605902778,2007-12-30,11:03:15,2007-12-30 19:03:15
104,93,39.9912566,116.2983149,0,0.0,39446.9367824074,2007-12-30,22:28:58,2007-12-31 06:28:58
104,94,39.9838566,116.3053966,0,0.0,39598.8146875,2008-05-30,19:33:09,2008-05-31 03:33:09
104,94,39.990875,116.2974883,0,0.0,39598.8855439815,2008-05-30,21:15:11,2008-05-31 05:15:11
104,95,39.9308583,116.3005733,0,0.0,39683.4321527778,2008-08-23,10:22:18,2008-08-23 18:22:18
104,95,39.9335099,116.4477516,0,0.0,39683.6009837963,2008-08-23,14:25:25,2008-08-23 22:25:25
104,96,39.97745,116.3104083,0,0.0,39731.6941319444,2008-10-10,16:39:33,2008-10-11 00:39:33
104,96,39.9305416,116.2983183,0,0.0,39731.8625925926,2008-10-10,20:42:08,2008-10-11 04:42:08
104,97,39.9865666,116.3019899,0,0.0,39715.3995601852,2008-09-24,09:35:22,2008-09-24 17:35:22
104,97,39.991155,116.2984783,0,0.0,39715.85375,2008-09-24,20:29:24,2008-09-25 04:29:24
104,98,39.9908866,116.2977566,0,0.0,39710.6477662037,2008-09-19,15:32:47,2008-09-19 23:32:47
104,98,39.9891299,116.3066833,0,0.0,39710.6537152778,2008-09-19,15:41:21,2008-09-19 23:41:21
104,99,39.9742183,116.3115733,0,0.0,39424.9233564815,2007-12-08,22:09:38,2007-12-09 06:09:38
104,99,39.9306,116.2982566,0,0.0,39424.9499652778,2007-12-08,22:47:57,2007-12-09 06:47:57
104,100,39.9855133,116.3053999,0,0.0,39599.537337963,2008-05-31,12:53:46,2008-05-31 20:53:46
104,100,39.9309199,116.2973549,0,0.0,39599.7963425926,2008-05-31,19:06:44,2008-06-01 03:06:44
104,101,39.9897733,116.2987983,0,0.0,39730.4831597222,2008-10-09,11:35:45,2008-10-09 19:35:45
104,101,39.9923383,116.2984949,0,0.0,39730.6569097222,2008-10-09,15:45:57,2008-10-09 23:45:57
104,102,39.988845,116.2986833,0,0.0,39729.453125,2008-10-08,10:52:30,2008-10-08 18:52:30
104,102,39.9898316,116.2903733,0,0.0,39729.8298958333,2008-10-08,19:55:03,2008-10-09 03:55:03
104,103,39.9845433,116.3267766,0,0.0,39711.3323958333,2008-09-20,07:58:39,2008-09-20 15:58:39
104,103,39.9905183,116.2982333,0,0.0,39711.7831828704,2008-09-20,18:47:47,2008-09-21 02:47:47
104,104,39.9898466,116.3043433,0,0.0,39555.7897222222,2008-04-17,18:57:12,2008-04-18 02:57:12
104,104,40.1124216,115.8186416,0,0.0,39555.8424537037,2008-04-17,20:13:08,2008-04-18 04:13:08
104,105,39.9845716,116.3444466,0,0.0,39519.6745138889,2008-03-12,16:11:18,2008-03-13 00:11:18
104,105,39.9309583,116.2977583,0,0.0,39519.7376388889,2008-03-12,17:42:12,2008-03-13 01:42:12
104,106,39.950625,116.3284433,0,0.0,39447.7844212963,2007-12-31,18:49:34,2008-01-01 02:49:34
